comments,label
میگف بعضیا هم هستن ک دروغ نمیگن ولی فقط همون لحظه رو میگن! مثلا میگن دوستت داررررم واین یعنی الان دوستت دارم برای همین ساعت همین لحظه و فردا؟ نه...,SAD
غلط کرده!!! چنان سونامی خشم ملت آغاز شود که آغا و بیت و نصراله و اسد در این سونامی تکه تکه بشوند!!! حالا متتطر بمانید ! اندکی صبر سحر نزدیک است!,ANGRY
از بیرون چیزی مشخص نبود ولی وقتی بسته رو باز کردم و پایه رو بیرون آوردم دیدم همه جاش رنگ پریدگی داره. الانم نمیدونم قبول می کنن برگشت بدم یا خیر چون بسته بندی باز شده. به نظرم از این تامیین کننده چیزی نخرید,SAD
گریه میکنم اما از غم نیست. ترکیبی هست از شرمندگی و ترس و .. و سبک میشم.,SAD
یجادیدم نوشته:شعبده بازلبخند،درکلاه درد...عجب جمله ای،بمن که چسبید،دم اونکه اینونوشته،گرم,HAPPY
شهریوری به شماره شناسنامه ۷۲۱۷، همینقدر ناشناس برای همه و همینقدر جاودانه برای من تولدت مبارک باشه. البته که همینقدر بی پاسخ میمونم و این تبریک رو نخواهی دید!,SAD
چقدر خوشحال شدم سرگروه این تیمه تو برنامه شب جمعه من و تو اون دختره نیست... رو اعصابم بود,HAPPY
اعصابم کیری تر از اون چیزیه که فکرشو بکنی,ANGRY
آه، آتش! نکند شعله بگیری زیرا مادرم فاطمه بسیار به در نزدیک است لب نکن باز به نفرین که همه میدانند نالهی سوخته جانان به اثر نزدیک است آخرِ قصهی تلخِ تو ولی شیرین است وعده دادند به ما وقتِ سحر نزدیک است سید علی محمد نقیب #فاطمیه #اللهم_عجل_لولیک_الفرج,SAD
تفریح با خانواده یعنی من گاییده شدن اعصابم را دوست دارم.,ANGRY
"شرط می بندم حالا که دیگه در برابر افزایش نرخ ارز و طلا سِر شدیم, مسئولان تو فکرن که چجوری به مردم شوک جدید وارد کنیم تا بیشتر تو احساس بدبختی غرق بشن.",SAD
یه پروژه ی سخت دیگه هم با موفقیت تموم شد . بریم برای سونا و چکوزی که بشوره و ببره :),HAPPY
درود بر شرف شما دکتر سعید سکویی، حرف دل ما را میزنید دوستان اگر تاکنون نمیدانستید از اکنون بدانید چنانچه شما در هر رای گیری و انتخابات رژیم شرکت کنید، فردا این کشورهای گرگ همسایه و یا اروپایی همان انتخابات را دلیل بر مشروعیت نظام میکنند و کار ما برای پس گرفتن حق خود دشوارتر میشود,SAD
دلت همیشه شاد بهاری باشه عزیزم❤️❤️❤️❤️,HAPPY
بینهایت بد .اصلا یشنهاد نمیکنم.تازه گرفتم و با اونی که تو سایته خیلی فرق داره حداقل از لحاظ ظاهری.میخوام عودت بدم..,SAD
میخوام یه فحش رو بذارم کنار امروز فهمیدم فقط تو رانندگی اونم وقتی اعصابم رو خورد میکنن میگم!چیکار کنم؟؟؟ پ ن: فحشش خیلی زشته,ANGRY
دلم تنگ شده واسه دوستت دارم گفتن های بی هوات,SAD
سانحه تلخ و دلخراش سقوط هواپیمای مسافربری تهران-یاسوج که به جان باختن ۶۶ نفر از مسافران و خدمه آن منجر شد، من را نیز بسیار اندوهگین کرد. این غم بزرگ را به همه مردم #ایران و به ویژه خانوادههای قربانیان این سانحه تسلیت میگویم و برای آنها آرامش و شکیبایی آرزو میکنم.,SAD
شب چهارشنبه آخر سال فرصتی است ویژه که در کنار پاسداشت آیینی ملی و در جمع خانواده، تجربهی ارزشمند شادی جمعی و ایمن را به فرزندانمان بیاموزیم.,HAPPY
سکه حبابی است که به دور دلار پیچیده شده و این حباب آدامسی است که مسئولان نالایق نشخوار کرده اند. #دلار #سکه #تورم #دولت #مجلس #ژن_خوب,ANGRY
كاش ديگران از روی خنده های عصبیم بفهمن که حرفای خاله زنکی و چرت که هرکسی میتونه پشت سر اون یکی بگه رو نه باور میکنم نه به جاییم هست نه تغییری تو دیدم به ادمی که دارن پشت سرش زر میزنن داره، حالا راجع به خودشون چرا. پ.ن. فقط یه چارتا خواص و از فیلتر رد شده هستن که حرفشون سنده برام,ANGRY
چرا تو بیو هاتون نمیزنید متعهد؟ چرا باعث میشین من سوتی بدم؟ چرا لامصبا چرا؟,ANGRY
عجب برف قشنگی تو . . .,HAPPY
من آن تک درخت پیر باغم لبم خشک و تنم خشکیده و سرد نخواهم مشک پرآب تو ای شیخ عجب درد و عجب درد و عجب درد #سعیددامغانیان,SAD
قیمتش به نسبت خیلی از ماسکها موها باتوجه به کاراییش مناسبه و تو پیشنهاد شگفت انگیز عالیهاستاد عزیزی که فکر میکردم امتحانتو بد دادم و صد در صد میوفتم ولی بهم ارفاق کردی و قبولم کردی #صبح_شما_هم_بخیر اصلا نمرمو دیدم اشک تو چشمام حلقه زد خیلی دلشاد شدم خدا دلتو شاد کنه استاد,HAPPY
چقد ناراحت کننده ،تازه احساس میکنم روز خوشمونه,SAD
۱۲ آذر سالروز درگذشت #محمدمختاری از جمله قربانیان قتلهای زنجیرهای... روحش شاد یادش گرامی …,SAD
احمق تویی ترسو,ANGRY
تنها چیزی که از چهرهی دیگران زیاد تو ذهن آدم باقی میمونه مدلِ خندیدنشونه... روز بخیر لبت خندون رفیق,HAPPY
از اینکه اینجا توییتر Vpn نمیخواد لذت میبرم و از این لذت حقیرانه شرمسارم,HAPPY
شودم سرگردان حیران دربدر خدایا,SAD
روز سالمندو به تمام جوونای ایران تبریک میگم. #ایران_را_پس_میگیریم,SAD
بوسکتس رو نزن وحشی,ANGRY
مرحوم دانائى فرد رو يكبار از نزديك ملاقات كردم. انسانى متين،آرام و باشخصيت روحش شاد,SAD
خانوم مهستی داره میخونه و باید پاشم قر بدم بجا کد زدن,HAPPY
ما مثلن حرفهای خوب میزنیم. مثلن با هم مهربون هستیم. مثلن از کنار هم بودن شادیم. ولی خب. واقعیت که این نیست. تو داری به فرار کردن فکر میکنی و من به ساختن قصر!,SAD
اخبار #ایذه نگران کننده است تو رو خدا همه رو دعوت کنید به آرامش نه خشونت..واقعا شوخی نیست ریختن خون هر کدوم از طرفین. #نه_به_خشونت,SAD
من اخبارو دنبال نمیکنم و کلا هم بیحس هستم نسبت بهشون. ولی این روزا #نماينده_سراوان و #آتش_سوزی_مدرسه_زاهدان خیلی روی اعصابم رفته. در کنار فحش دادن و حرص خوردن سعی میکنم شبیه کسایی که دارم بهشون فحش میدم نباشم. بیمسئولیت و احمق و خودخواه و بیسواد و سهلانگار و مفتخور نباشم.,ANGRY
زشت تویی..زر نزن..دهنتم ببند..دوس دارم نظر بدم فضولی مگه,ANGRY
من تو شگفت انگیز خریدم,HAPPY
باسلامیهو یاد بحثی پیرامون قافیهٔ یه بیت شعر افتادم که تو دبستان یا راهنمایی با یکی از دوستام داشتم و یه لحظه واقعاً اعصابم خورد شد!! پر واضح بود که حق با منه، ولی اون کژطبع جانور نمیفهمید. کلاً یعنی میخوام بگم شبا زود بخوابید وگرنه کسخل میشید.,ANGRY
پاره شدم ا خنده,HAPPY
ای لعنت بر این ویندوز ایکس پی سرویس پک 3!! پیر ما رو درآورد,ANGRY
تبریک برای آزادی #ضیا_نبوی و آرزوی سلامتی برای او. اما کاش کسانیکه از آزادی ضیای عزیز نوشتند و خبرش را منعکس کردند، از بازداشت و ضربوشتم مادر و خواهر #آتنا_دائمی هم مینوشتند... این تفکیک زندانیان سیاسی به خودی و غیرخودی والا ظلمه، جفاست....,SAD
کانال مستقل کارگران هفتتپه، خبر لز وخامت حال اسماعیل بخشی، کارگر زندانی و امتناع مسئولان از آزادی او با وجود صدور قرار کفالت داد. #اسماعیل_بخشی کارگر مجتمع نیشکر هفتتپه، پس از اعتراضات کارگران این مجتمع جهت احقاق حقوق خود بازداشت و تحت شکنجه مجبور به اعتراف علیه خود شد.,SAD
۶ و آخری. افکارتون رو کنترل کنید. منفیها رو دور کنید و فقط روی مثبتترین هدفتون تمرکز کنید. و برای حسن ختام، ممنون میشم #ریتوییت کنید که بقیه هم استفاده کنن و چقدرررر لطف میکنید اگه تجربهٔ مشابه از IBS داشتید رو اینجا منشن کنید که بقیه هم استفاده کنن. شاد باشید,HAPPY
اینقدر ماندگاری نداشتن توی عطر عجیبه. کلیپی دردناک از دانشجویان فوت شده ی دانشگاه #علوم_تحقیقات متاسفانه بی کفایتی مسئولان بیداد میکنه... ده دانشجوی جوان را بی خود و بی جهت از دست دادیم! و حال چندتای دیگه هم… …,SAD
همکار عزیزمون از صندوق کارافرینی و امید هم مسافر هواپیما بودن. روحشون شاد,SAD
چرا از این شهر خنده دوره چرا؟ #مشهد,SAD
زندانیان زندان زنان قرچک؛ « از روز اعتراض به ما غذا نداده اند و زندانیان هر چه غذا نزد خود داشته اند جمع کرده و برای بند مادران که با کودکانشان زندگی می کنند فرستاده اند. گرسنه ایم و به دادمان برسید » #زندان_قرچک,SAD
یه برنامه تلوزیون نشون میداد که در ماه چقدر پول سیگار میشه و باهاش چه کارهایی که نمیشه توی یکسال کرد انقدر اعصابم خورد شد که دوتا سیگار پشت هم کشیدم,ANGRY
دقیقا میدونستم بیشعوری اون صاحب سگ تو لواسون دردسرش واسه ما میشه! ماشالله اینا هم دنبال بهونه!! یعنی به پرونده تجاوز و قتل اینقدر سریع رسیدگی نمیکردن و رای نمیدادنا! خدا لعنتتون کنه! الان همه مشکلات مردم حل شد؟! …,ANGRY
واسه همه باید توضیح بدم... چراویزام نیومده؟! حالا چی میشه؟! نکنه دلیلش فلانه؟! نکنه بهمانه!؟ آقا جان بکش بیرون، به تو چه؟ زندگیه خودمه میخوام بشاااشم توش!,ANGRY
سلام صبح عالی متعالی برخیزید و سهم امروزتون از زندگی و شادی رو از دنیا بگیرید. فراموش نکنید که شادی حق مسلم ماست.,HAPPY
چقدر دلم واسه چرت و پرت گفتن و خندیدن تنگ شده. الان فک میکردم دلم واسه فحش هم تنگ شده. خیلییییی وقته فحش نشنیدم :دی,SAD
بوی ادکلن ورساچهCrystal Noir میده. ولی کیفیتش خیلی پایین تره.اعصابم خرده و نمیدونم چرا همش قیافه ی سردار آزمون میاد تو ذهنم :/ دوست دارم با چَک از اردوی تیم ملی بیرونش کنم :/ …,ANGRY
#سرباز_متأهل تحصیل کرده، حقوق=۲۹۰ هزار تومن اجاره خونه، قسط، مخارج روزانه اون هم در این شرایط که ماهی ۳ میلیون زیر خط فقر محسوب میشه. مسئولان، سرداران، فرماندهان، همه مثل بچه های شما نیستن که موقع خدمت سربازی تامین مالی بشن. والله اون دنیا باید یک لنگی وایستید جواب بدین,SAD
خودم نشستهام خونه پدر و مادرم در مشهد در حالی که خبر رسیده خونهام رو دزد زده. الان تصویر در شکسته خونه تو سرمه، لپتاپ داغونم که دو زار هم ازش نمیخرن اما من باید ۵ ماه حقوقم رو خرج خریدن لپتاپ تازه کنم. و جای خالی سازم. لعنت بهت که تارم رو بردی...لعنت بهت.,SAD
کسی که باید برود،خواهدرفت حالاتو هی در را قفل کن روی یخچال،بزرگ وخوشخط بنویس :دوستت دارم کسی که بایدبرود با پا که نه از درون میرود م_صادقی,SAD
بعد از سه سال اولين صبح شنبه اي كه بدون دغدغه از خواب بيدار ميشم . يه حس راحتي همراه با غم داره.,SAD
گزارش ارسالی درباره اعتراض شهروندان #مریوان به کشته شدن ۴ نفر در آتش سوزی مراتع جنگلی برخی منابع علت این آتش سوزی وسیع را عمدی اعلام کردهاند شریف باجور، امید باجور و دو جنگلبان دیگر از قربانیان این حادثه هستند. #محیط_زیست #تابستان_نارضایتی #گزارشگر,SAD
بچه ها توروخدا از همه تون میخوام حتی اونایی که ممکنه حقی به گردن من داشته باشند یا ازم ناراحت باشند یه مشکل خیلی بزرگ برام پیش اومده قسم تون میدم هر کدوم تون هرجایی هستید و به هر شکلی می تونید با ذکر یه صلوات از خدا بخواید در اقل زمان این مشکل رو رفع کنه خواهش میکنم ازتون ممنونم,SAD
هر درخواستی از مسئولان میشه میگن در حال پیگیری هستیم . میخوایم صد سال مشکی پیگیری نکنید.,ANGRY
درون من مردی تنهاست گوشه ی اتاقک تاریک و متروک قلبم کز کرده... ناله هایش لالایی شب های تیره و تار من است عجب نوای زیبایی دارد وقتی اسم تو را میخواند کاش بودی و میشنیدی,SAD
این که چیزی نیست سال 92، یکی از آتش نشان ها با من گفت و گو کرد و گفت وزارت بهداشت با اینکه مکلف است وضعیت سلامتی آتش نشان ها را چک کند، ازاین کار سرباز می زند اما مسئولان محترم بعد از این مصاحبه آتش نشان رو تهدید، تنبیه و ممنوع المصاحبه کردند و مجبورش کردند بگه این حرفا رو نزده! …,SAD
فکنم باز یه کافهی اشتباه اومدم با این اعصابم,ANGRY
تجاوز به کودکان و کودک آزاری چقدر زیاد شده. هر هفته این خبرهای وحشتناک به چشم میخوره و انگار هیچ اتفاقی هم نیفتاده و هیچکسم عین خیالش نیست. البته تا وقتی متجاوزان به راحتی آزاد میشوند و هیچ پیگردی در انتظارشان نیست باید هم این اتفاقها روز به روز بیشتر شود,SAD
دوستت دارم بیشتر از همه، کمتر از خدا,HAPPY
الان برام سواله این هشتگ خشونت تحصیلی که قراره راه بیافته چه معنی میده؟کلا اینجا ال جی بی تیا حق زندگی ندارن چه برسه تحصیل,SAD
آرش صادقی به سرطان استخوان مبتلا شد مسئولان زندان در روند درمان وی کارشکنی میکنند برای جلوگیری از گسترش سرطان نیاز به اقدام فوری پزشکی در مراکز تخصصی است... … #آرش_صادقی,SAD
بنظرم یه چیزی هست به اسم «فرهنگ اضافه کاری و اضافه کاری فرهنگی» یعنی ملت از فرط خشم میرن تظاهرات٬ بهشون گلوله شلیک میشه٬ گاز اشک آور میزنن٬ باتوم میزنن؛ بعد یه عده اینجا میگن واااای چرا سطل آشغال آتیش زدن؟؟ جمع کنین این اضافه کاریا رو تو رو خدا,ANGRY
اما خوب توقع سامسونگ و ال جی نداشته باشین,HAPPY
من اگه راه داشت پسش میدادم واقعاً از خریدم ناراضیم با اینکه تو شگفت انگیز خریدمش باز هم حس می کنم پولمو دور ریختم,SAD
امروز رفتم مثلا خريد بعد ماه ها:))) رفتم بازار و هيچي نخريدم جز يه عينك و يه بلوز سكته ناقص و زدم.اين حجم از گروني واقعا برگ ريزونه:((( از لباساتون و وسايلتون به خوبي مراقبت كنيد:(((,SAD
"گچه غریب ماندی ای دل! نه غمی، نه غمگساری نه به انتظار یاری، نه ز یار انتظاری غم اگر به کوه گویم بگریزد و بریزد که دگر بدین گرانی نتوان کشید باری #هوشنگ_ابتهاج SAD
من این ماشین رو تو شگفت انگیز خریدم قبلا به مدت 10 سال از فیلیپس سری 8020 چرخشی استفاده کردم که خراب شد و بعد از بررسی و خوندن نظرات این مدل رو گرفتم که اصلاح اون در قسمت زیر گردن از فیلیپس قبلی بهتر و راحتتر بود پوست صورت اصلا حساسیت نشون نداد ولی صداش نسبت به قبلی یکمی بیشتره که قابل تحمله OTHER
میشه از آقای مصباح یزدی بدتون بیاد، میشه به ایشان انتقاد داشته باشید، یا نوشتههای ایشان رو نقد کنید ولی با بیان این حرفهای سست فقط سطح آگاهی اندک خودتون رو نشون میدید. بخشی از اسناد ساواک از سوابق مبارزاتی، دستگیری و همراهی ایشون با امام. از سال ۴۵ تا پیروزی انقلاب. OTHER
خیلی بوش عالیه تو پیشنهاد شگفت انگیز عالیه HAPPY
برای مدت طولانی از کسی متنفر نباشید، چون تنفر تبدیل به نقطه ضعفتان میشود. یاد بگیرید فرد را از دایره مورد نظر توجه تان خارج کنید. زیگموند فروید HATE
بوشو خیلی دوست دارم ولی چون تازه گرفتم در مورد ماندگاریش نمیتونم نظر بدم HAPPY
آفرین احسنت دل خانواده ی شهید رو شاد کردی HAPPY
آیدا نوشته آرایشگاه برای کوتاهی مو دویست تومن میگیره و ما هی داریم به دکترا فحش میدیم. راست میگه واقعا آدمیزاد فکر میکنه مریضیش نباید به کسی سودی برسونه ولی برای خوشگلیش بدون اعتراض میلیونی خرج میکنه. OTHER
ارزش خرید نداره اصلا نخرید آدمو از ساز دهنی متنفر میکنه اصلا صداش در نمیاد نفس فیل میخواد که صداشو دربیاره HATE
در طول روز حداقل ۵ نفر منو آنفالو میکنن هی داره از محبوبیتم کم میشه اینجوری پیش بره میترسم فالوورا علیهم قیام کنن صفحرو بگیرن. FEAR
من میترسم چون من نمیتونم به نبودنت عادت کنم و شاید تو بتونی. FEAR
با فامیلمون شرط بستم گاو با رنگ قرمز وحشی نمیشه اگه شد بازنده کل فامیلو پیتزا بده. خلاصه رفتیم گاو گیر آوردیم فامیلمون ست قرمز کرده بود جلو گاوه هی بالا پایین میپرید گاوه هم انگار نه انگار الان 24 ساعته با گاوه داره صحبت می کنه پیشرفتش خوب بوده گاوه داری سعی میکنه فارسی حرف بزنه OTHER
اگه مردا متوجه بودن باید ناراحت میشدن ..این توهین به همه ی مرداست که میگن مرد با موی زن تحریک میشه SAD
همین چهره هایی گرفته و غمگین بهترین مدرک شکست این پروژه است. SAD
 قلم فوق العاده کاربردیلعنت به سیاست اگر انقدر کثیف است که #اصلاحطلب و #اصولگرا |هرکدام به دلیلی| درخصوصِ #آتشسوزی_مدرسه در #زاهدان و مرگِ کودکانِ معصوم سکوت کردهاند. HATE
امشب ما ۱۰۰امین شام #۵شنبه_آیداونسا رو کنار هم جشن گرفتیم. ۲سال و نیم پیش من و آیدا قرار گذاشتیم هر پنجشنبه شام بریم یه رستوران تازه و این بهونهای باشه که هفتگی حتما با هم وقت بگذرونیم. ولی اون روز هیچوقت فکرشو نمیکردیم به ۱۰۰امین پنجشنبه برسیم! عجب تجربهای! HAPPY
 در اینکه با این افراد مشکل دارم و ازشون متنفرم شکی نیست ولی این که رهبر و پسرش پشت این داستانه دروغ نیست HATE
مردم در این ایام از فرط غم دست به خودکشی دسته جمعی زدن … SAD
تا سه سوت رو دارم غم ندارم HAPPY
من به اونایی که ازشون متنفرم بیشتر از اونایی که دوستشون دارم فکر میکنم HATE
بسیار زیبا و غم انگیز SAD
خلاصه ي بازي ديشب بارسا رو ديدم و لعنت به من اگه يه بازيم از دست بدم و نبينم ANGRY
دستاوردهای 40 ساله جمهوری اسلامی توسط چیزی به نام «نظام» کسب شده اما کاستیها محصول عملکرد دولتهایی بوده که از قضا رؤساشون هم آدمهای ناشایستی بودن! خب این یه مقدار عجیبه علیرضا ملوندی SURPRISE
آفرین این حرکتت بی نظیر بود، عجب فی بالبداهه ای:-) HAPPY
ی پیج پر از خنده و صمیمیت ?? آقای اینستاگرام",HAPPY
نيچه چنين ميگويد كه افسردگی به انسان فرصت اندیشیدن نمیدهد. بنابراین برای نادان نگهداشتن انسان؛ باید به هر روش ممکن اندوهگینش عجب حکایت آشنایی,SAD
اصلا در حد انتظار نبود بیشتر کار راندازه تا یه هندزفری که ازش لذت ببری ، صدای بم اصلا نداره و تو موسیقی هیچ حسی نداری! و کیفیت سیمش شدیدا ضعیفه!,SAD
خشم و عصبانیت یک هموطن از نظام و مقامهای حکومت آخوندی اختلاس کننده ارزاق خودشون هستن من بچه #مهرانم و خادم الحسین هم هستم اما پشیمونم از این کارها... من غروبها خجالت می کشم پیش زن بچهم برم.. #اعتراضات_سراسری #,ANGRY
من فلیپس دارم وهم قبلا پاناسونیک و براون داشتم ولی این تکنولوژی براون فوق العاده هست من حتی موی صورتم که چند روز نزده بودم وفکر کردم نمیتونه بزنه رو به راحتی زد حتی بهتراز ماشینهای دیگه که داشتم.اگه کمی صداش کمتر بود دیگه خیلی شگفت انگیز میشد.,HAPPY
امشب چند دیقه ی آخر خندوانه اشکمونو در اورد.. لعنت به هر چی جنگه.. لعنت..,SAD
"هی آدمو ناراحت میکنن بعد میگن ""ناراحت نشو حالا"" :((( خو مگه کرم داری؟ دله دیگه میشکنه",SAD
ابوالفضل باغگلی،عرفان زیدآبادی و امیرمحمد مختاری اعضای تیم کیک بوکسینگ پرشین کرمان امروز برای مسابقات کشوری و انتخابی تیم ملی راهی اصفهان شدند برای موفقیت بچه هامون دعا کنید #پرشین #جمعیت_امام_علی #کرمان,HAPPY
شب فقط اونجاش که با آهنگ غمگین حس میگیری یهو یه شاد پخش میشه توو تخت بندری میزنی,HAPPY
تا رو سیاه شونددهنت خشک میشه گلوت میگیره حس خفگی ضربان قلب بالا ضعف و سستی علائمی که برای خیلیا نشان از ترس و استرسه برای تو نشان از غم و غصه,SAD
پینترست شما هم مشکل داره و عکس سیو نمیکنه؟ یا فقط پینترست من دوست داره رو اعصابم پاتیناژ بره؟؟؟!!,ANGRY
کاشکی یه راهنما داشتم که بهم بگه چه جوری زندگی ام رو نجات بدم,SAD
تو تنها کسی هستی که میتونم راحت به شونه هات تکیه بدم؛ چون میدونم اگه اون موقع خوابم ببره سرمو زمین نمیذاری...,HAPPY
من واقعا اعصابم خورد ميشه اين چيزا رو مي بينم و ما مردم از بدبختي هم مطلع هستيم اين دولت كه بايد اين چيزا رو ببينه نه ما هر روز داريم اين گروني رو با پوست و گوشتمون حس ميكنيم و هموطنامون رو كه اينطور مي بينيم حالمون بدتر ميشه تو رو خدا حالمون رو بيش از اين خراب نكنيد,SAD
هزاران شمع می توانند با یک شمع روشن شوند، و عمر آن شمع، کوتاه نخواهد شد… سهیم کردن شادی خود با دیگران، هرگز آن را کم نمی کند…,HAPPY
رووحش شاد،،عجب ساليه امسال???,SAD
دیروز یکی گفت بهترین خاطره ای که تو طول ترم از کلاس داشتم، اون لحظه ای بود که تو بلند گفتی پشمام. جوری که تو خیابون دارم راه میرم، یهو بی هوا میزنم زیر خنده تا الان فک میکردم بی خاصیت ترین عضوای بدنمن. الان فهمیدم خیلی هم با خاصیتن گوگولیای سیاه فرفری,HAPPY
عصبیم میکنید وقتی پولتونو دارید کارتونو دارید مدرک خوب از دانشگاه خوب دارید بعد الکی ناراحتید,ANGRY
بعد از اون همه آهنگ شاد، ندای حسینم یا حسینِ نزار قطری، روحم رو شاد داد... به قول #مولانا : هر کسی کو دور ماند از اصل خویش/ باز جوید روزگار وصل خویش,HAPPY
دوسش دارم صداش لذت بخشهبدبختی اونجاست با اینکه رفته ولی هر روز تو خواب ادمه,SAD
حسین با خیلیامون رفیق بود. حداقل یه هشتگ براش بزنیم ما که نمیدونیم چی سرش اومده و الان کجاست. بیشتر از اینم از دستمون برنمیاد. ولی ج.ا بدون این خشم ها یه روزی خالی میشه روت. یه روزی پدرتو درمیاریم. اسمت میمونه نگران نباش. به حرامزادگی یاد خواهی شد #حسین_قشقایی_کجاست,ANGRY
#استارتاپ_ویکند_بیرجند فرصتی عالی بود که کلی دوست جدید پیدا کنم و یه عالمه مطلب جدید یاد بگیرم به امید شکلگیری چند #استارتاپ جدید که باعث بزرگتر شدن #اکوسیستم_استارتاپی #بیرجند بشن به ویژه با الگوهای بینظیری مثل و #Startup #sw_uni_birjand,HAPPY
من هر وقت موزیکی گوش میکنم که صدای خواننده روی موسیقی سوار نباشه اعصابم خرد میشه. بخصوص اینهایی که همهاش از تمپو و... استفاده میکنند. جالبتر نیست وقتی اول خواننده را بشنوید و بکگراند موسیقی؟,ANGRY
خبر #تجاوز_به_کودکان_شوشتر رو خوندم و از شدت خشم سرم داغ شد دندونامو رو هم فشار دادم و درنهایت بعضم ترکید ... اونقدر خبرتجاوز به کودکان حالمو خراب میکنه که مثل مرغ سرکنده میشم. چطور این خبرو میخونیم و کاری نمیکنیم؟ نه فقط شوشتر که همه ی کشور باید اعتراض خودشونو نشون بدن,ANGRY
نصفه شبی یادم افتاد سال ۸۱ رفتیم شمال از طرف مرکز موسیقی. یه جشنواره بود که ناظری هم توش میخوند. همین پیدا شدم بود گمونم. من و رضا و زری و مرضی و مشتاق هاج و واج چند دقیقه نگاه کردیم به استاد یهو زری داد زد این چرا این جوری میکنه؟ از فرط خنده سینهخیز از کنسرت زدیم بیرون.,HAPPY
برعکس تصورات موجود مهمترین انگیزهی جهادگران امنیتی پس از انگیزهی اعتقادی، آن خندهها و لبخندهایی است که هنگام گذر از خیابان بر چهرههای عابران میبینند. لذت جهادگری امنیتی به اکتشاف است! ۲,HAPPY
یکی از نقاط انحرافی که آقای #اقاميري مطرح میکنه بحث خوف و رجا (ترس و امید) نسبت به قضای الهی هست ، توصیه میکنم برای درک درست و دقیق این موضوع #دعای_کمیل بخونید تا هم لذت مناجات امیرالمومنین(ع) رو بچشید و هم دید خوبی نسبت به حدود رحمانیت خداوند پیدا کنید .,HAPPY
زبان در دهان علی گذاشت، علی اکبر دید بابا از خودِ او تشنه تر است. چهارمین عضو جگر حسین بوده، هلال بن نافع می گوید، آمدم نزدیک گودال، جنگ تمام شده، از بالای گودال نگاه کردم، دیدم لبهای حسین تکان می خورد، نزدیک تر رفتم، گفتم شاید حسین نفرین می کنه، دیدم می گوید: «لشگر جگرم از تشنگی,SAD
"مژده جون ""پس مژه بزن که بریزه اشک شادی",HAPPY
دیجی لطفا دوباره شگفت انگیزش کن,HAPPY
ساده و بسیار کاربردی,HAPPY
در حالی دارم از بستگانم میخواهم آرامششونو حفظ کنند و از جانشان مراقبت کنن که خودم در حال انفجار از خشم هستم جمهوری اسلامی اشغالگری رو خوب نشون مردم دادی تف به شرف هرکسی که ازین رژیم حمایت کنه تف به شرف هرکسی که ازین رژیم حمایت کنه #خرمشهردرخون #خونینشهر #خرمشهر,ANGRY
خدایا این شادی رو از ملت نگیر???آمین,HAPPY
همه داریم اشتباه می کنیم. اشتباه می کنیم که دل های شکسته را، ارواح تحقیر شده را، آمال بر باد رفته را در خشم، در خشونت، در تقطیع جملات خبری، امری، هجومی پنهان می کنیم. اشتباه می کنیم که حقمان را از حلقوم یکدیگر طلب می کنیم. اشتباه می کنیم و می دانیم که اشتباه می کنیم.,SAD
