comments,label
خب دیگه عیدم شد، بریم بخوابیم :)),HAPPY
چرا انگار کل کشور جنوب بودن تو این ده روز =)) استوری هرکیو‌ باز میکنی قشم و هرمزه :)),HAPPY
نمیدونم چرا ولی دلم میخواد گریه کنم 😭,SAD
خدا رو شکر چون مشقام رو نمیتونم بنویسم دارم گریه میکنم.,SAD
واقعا خیلی پیرم برای اینکه تمرین بنویسم 😫,SAD
حقیقتا که در نا امیدی بسی امید است.,HAPPY
آغوش مهربانت، از هر جواب خوش تر,SAD
میشه آسون بدی ما بچه های خوبی هستیم به خدا,HAPPY
چرا نمیمیری حرومزاده ؟,SAD
بازم نشستی رو به روم مات تماشای توعم💅🏻,SAD
رد اشک‌هایت هنوز معلوم است,SAD
نه ببین این رقص جدید تر بهتره :)))))))))),HAPPY
هیچوقت انقدر با عشق آشپزی نکرده بودم,SAD
آقا بالاخره پس از انتظار طولانی رسماً پذیرش منم از EPFL اومد =))),HAPPY
مچکرم🌹,HAPPY
پسرای با ادب و با شخصیت ترن آن ترین نوع پسران.,SAD
حس میکنم بهم توهین کردی🫣,SAD
اگه کلمه بودم: شرمساری,SAD
نتیجه‌ی اپلای‌هاتون واقعاً زیباست.,SAD
ولی من عکس یادگاری می‌خواستم... چه حیف.,SAD
چون خیلی ذوق کردم خودم می‌خوام اینجام از زیبام رو نمایی کنم🥹,SAD
خب سرم خلوت شد، حالا می‌تونم استرسشو شروع کنم. 😭,SAD
تنها خواننده ایرانی که هیچکس ازش بدش نمیاد,SAD
یه ماه هویج و سبزیجات خوردن داره نتیجه میده کم‌کم. شلوارهام دارن گشاد میشن,HAPPY
وای خدایا دارم دیوانه میشم. کاش زودتر بگذره,SAD
آخ جون آهنگ جدید قمیشی,SAD
چطوری دیدن یه عکس انقدر آدمو غمگین می‌کنه و به گریه میندازتش,SAD
در زندگی لبخند بزن و به نظرات منفی توجه نکن. یک روز همان‌ها که برایت boo می‌کشیدن، برای تو و پیشرفت‌هایت دست خواهند زد.,NEUTRAL
اندر امیدواری,HAPPY
به خاطر همینه مهاجرت نمی‌کنم.,NEUTRAL
دارم ربات میشم,NEUTRAL
من اگر فردا امنیت داشتم قطعا تا فردا زنده نمیموندم,SAD
این مپ جدید وارزون واقعا بد کسشریه😭😭,SAD
با غمگین بودن مامانم، میمیرم.,SAD
فقط ۱۶ هفته تا پاییز باقی مونده.,NEUTRAL
خرداد جالب بود. عجیب بود. ادمای قشنگ دیدم. کتابای قشنگ‌ خوندم . تولدای قشنگ برام گرفتن ,HAPPY
هنوزم شاهکار توییتره 🤌😂,HAPPY
تولد بهترین داداش دنیااااسسستتتت🥳🥳🥳🥳🥳,SAD
انباشته‌ام از حسرت‌ها. کاش بترکم.,SAD
یادش بخیر=)))),HAPPY
دانشگاهت دولتیه؟ وا نکنه آیفون هم نداری🤢,SAD
عمو پورنگ رو بسیار دوست می داشتم.,HAPPY
دوستان کسی اکانت chegg داره یه لطفی کنه؟,NEUTRAL
وقتی یه جوک خوب به ذهنت میرسه ولی کسی نمیفهمه<<<<,SAD
یه بار خندیدی پررو شدم =)))))),HAPPY
"به فرزندان خود ""نه"" گفتن بیاموزید.",NEUTRAL
😔😔😔اصلا از گلوم پایین نمیرفت بیا برات بپزم عسل,SAD
میخوام امشب از کسایی ک یه بار تیکه تیکه شدن قلبشون رو دیدن و صدای خورد شدنش رو شنیدن، بپرسم که آیا دوباره حالشون خوب شد ؟ :),SAD
بله، خوب خوب. هیچ وقت فکر نمیکردم خوب شم. ولی منطقم بر احساسم غلبه داره و این پوینت مثبت زندگی منه,HAPPY
اوه اوه چه کردی💅,HAPPY
بسیار حساس شدم و این بده,SAD
خیلی رندم با یکی از نویسنده‌های پیپری که دارم ازش استفاده می‌کنم سر یه میز ناهار نشستم :)))) و بنده خدا وقتی گفت منم یکی از نویسنده‌های این پیپرم پشمام کز خورد :))),SAD
لازم به یادآوریه که درس‌خوندن + چیز جدید یاد گرفتن = بهترین حس دنیا,SAD
دلم گرفته از آدمای نصفه‌نیمه، از هرکی که گفت می‌مونه و میذاره میره,SAD
جدی نمیفهمم چجوری ضرر میدن؟ =))),HAPPY
خیلی فشاریتون کرده مثل اینکه در ادامه خواستم بگم من خوارزمیم قبول شدم نرفتم که زیاد فشار درس روم نباشه خنگ و هر کسشعریم که گفتید خودتونید چاقالا ؛),SAD
تایم امتحانا کلکسیون درد می‌شم :(,SAD
دفعه سوم میدونی چی میشه دیگه.,NEUTRAL
امروز می‌تونم بگم روز خوبی بود.,HAPPY
روز پدر مبارک.💔,SAD
از وقتی رسیدم خونه چسبیدم به تخت، لعنت به گرمازدگی و آها بی‌نهایت متنفرم از تابستون.,SAD
ما معتقدیم که علم و دانش باید فارغ از اعتقادات مذهبی یا فرهنگی باشد. بی شک وجود یک محیط باز و فراگیر در پیشرفت جوامع علمی، نقش به سزایی دارد.,NEUTRAL
در ارائه یکی از اساتید، حساب کاربری ما دو بار به صورت خودکار مسدود شد و دلیل آن ظاهرا پوشش ارائه دهنده بود. اگرچه ایشان سال‌هاست خارج از کشور هستند و در زمان ارائه هم ایران نبودند.,NEUTRAL
هشتمین دوره سری سمینارهای زمستانه (8th WSS) در ۱۷ الی ۲۰ فروردین به صورت هیبربد (مجازی و حضوری) برگزار شد. برای استریم ارائه اساتید خارج از کشور، از پلتفرم آپارات استفاده شد. اما متاسفانه در یکی از ارائه‌ها با مشکل مسدود شدن حساب کاربری رو به رو شدیم.,NEUTRAL
آخه فک کن، دانشجوی شریفی. هیچ‌وقت، لیترالی هیچ‌وقت فکر میکنی بری زندان. مگه دزدی؟ قاتلی؟ قاچاقچی‌ای؟ چرا؟ حتی ولشونم کنن یه شب هم یه شبه. فک کن یه شب زندان.,SAD
خط چشم جذاب بهتر از هر نوع آرایش دیگه‌ای,SAD
عادت کردیم به قوی بودنای الکی..,SAD
بعد از مدتها از یه کیف پول خوشم اومد و گس وات؟ ۴ و فاکینگ ۲۰۰ تومنه ://////,SAD
رِد فلگ بَده. بَده. بَده تا زمانی که یکی پیدا میشه که رد فلگ مکمل توعه 🤷🏻‍♂️,SAD
ولی مغز trainable عه ها.. بعضی خاطره ها توی مغزم انقد عوض شدن که الان فقط از روی چند تا عکس میتونم واقعیشو پیدا کنم,NEUTRAL
نمیدونم چرا هی می‌نویسم و درفت میکنم :/,SAD
استاک نکن دوست عزیز.,SAD
ببین ترم هشتی به چه خفتی افتادیم.,SAD
از آدمایی که سفت دست میدن خوشم میاد.,SAD
باید از ۶ نمره امتحان فردا، ۱.۵ نمره بگیرم ولی هیچ امیدی به گرفتنش ندارم.,SAD
کونت پاره‌ست. وایسا حالا.,SAD
خسته و پاره اومدم دو دیقه آهنگ گوش کنم هندزفریم افتاد زیر تخت 😭😭😭,SAD
خوبی خوردن گیلاس تو تاریکی اینه که کرم‌ها رو نمی‌بینی و با خیالی آسوده میوه‌ رو می‌خوری :),HAPPY
ححححققق!,HAPPY
پشمام ولی 😂,SAD
خدایاااا منم واقعا ناراحت شدم اونقدر سریالش خوب نیست. د ویکند عزیزم🥲,SAD
طرف بهم میگه تو بایاسدی چون حزب‌الهی ببینی جاجش می‌کنی و این خیلی بده. واقعا الله الله. اجازه بده دیگه نخوام با یه گروه از آدما که یه گسست عمیقی بینمونه ارتباط داشته باشم:/,SAD
و‌ بازگشت. سلام به توییتر فارسی، سانتیمانتالیسم، نظرات احمقانه، و توییت های آموزنده‌ی آقای محمدخانی.,HAPPY
انگار از گروه فامیلمون مستقیم فوروارد کردم,NEUTRAL
من واقعا از اتفاق های خوب برای اطرافیانم عمیقا خوشحال می‌شم. امیدوارم سالی که میاد پر از اتفاق های عالی و خبرای خیلی خوب باشه.,HAPPY
وای امان از آدمای دوزاری.,SAD
دیشب دوستم وسط کنسرت evanescence بود و من داشتم ازش سوال درسی می‌پرسیدم :))) حالا اینکه من چرا داشتم می‌پرسیدم به کنار اون چرا داشت جواب می‌داد :))))),HAPPY
"اگر ""نه بابا،حالم خوبه، فقط یکم خستم"" عکس بود:",SAD
سر راه برگشتنت آینه میکارم...',SAD
صید تو شدم تا که فنای تو شَوم. ای جان به فدای تو، فدای تو شَوَم,SAD
از من گریز تا تو هم در بلا نیوفتی..,SAD
ساده‌ترین راه برای آن که آدم شهری را بشناسد این است که سر در بیاورد آن جا مردم چطور کار می‌کنند، چطور محبت می‌ورزند و چطور می‌میرند. در شهر کوچک ما، شاید آب‌و‌هوا باعث شده هر سه‌شان را کم‌و‌بیش یک‌جور انجام دهند,NEUTRAL
ممنانم، که تخمی‌ترین روزها رو خوب می‌کنی.,HAPPY
بابام داشت نوه‌ی داداشش رو بوجی موجی می‌کرد، رفتم گفتم نوه می‌خوایا🤰یه پنج دقیقه‌ای فکر کرد اومد تو اتاقم گفت: آره. پلن عوض شد بچه‌ها.,HAPPY
می‌خوام عشقتو فراموش کنم نوتیفت رو خاموش کنم,SAD
من همیشه حالت تهوع دارم، ینی اگه نداشته باشم یه جای کار می لنگه,SAD
برای ارائه یکی از درسام یکی از دوستان انیمیشن اموزشی درست کرد و منم صدا گذاری کردم. وقتی رفته بودم خونه دیدم صدام داره پخش میشه به مامان گفتم فک کردم به بابا نشونش دادی گفت نشون دادم از همون موقع قبل خواب اول صداتو گوش میده بعد میخوابه =),HAPPY
متنفرم از اینکه حس کنم دارم مزاحم تنها آدمی که دلم میخواد باهاش حرف بزنم میشم.,SAD
صبح شد، شب‌بخیر🌹,NEUTRAL
نامردا شما گفتید دانشگاه خوش میگذره، من که دارم رو کتابم گریه میکنم :'),SAD
15 اهنگ عاشقانه پاپ تو کنسرت خونده شد و من هر چی به ذهنم فشار میاوردم حتی یه نفر رو هم به یاد نمیاوردم که با اهنگا فاز بگیرم🌹,SAD
کافیه یکی دو سال از علوم پزشکی بودنتون بگذره تا ببینید کسایی که مشاوره تحصیلی میدن قریب به ۸۰٪ ادمایین که به هیچ عنوان صلاحیت مشاوره تحصیلی بودن رو که ندارن هیچ، کصخل هم تشریف دارن🌹,SAD
تو صف غذای سلفم و جلوییم بدترین مشاوره تحصیلی که میشه به یه دانش آموز سال دهمی کرد رو در حالی که داره خودشو میخارونه بهش میگه و من هی دعا دعا میکنم به حرفاش گوش نده -_-,SAD
این خیلی احساس عجیبی داره که دلت می‌خواد به یکی پیام بدی اما یهو یادت میفته نمی‌تونی بهش پیام بدی چون دیگه باهم دوست نیستین. و عجیب‌تر اینه که مغزت واقعا می‌تونه برای لحظاتی فراموشی کامل بگیره. عجیب و غم‌انگیزه.,SAD
متاسفانه حد وسط ندارم یا ماکس میشم یا مین🧚🏻‍♀️🌹,NEUTRAL
امروز حرف زدن با آدم‌ها و لبخند زدن بهشون برام سخته.,SAD
اگر پلک‌هام کش می‌اومدن و می‌کشیدمشون روی تمام تنم خوب می‌شد.,HAPPY
از ماه غافل نشید.,NEUTRAL
عاه پسر، تو اولین هالووین بعد مهاجرتم اینو با زید زمانم کاسپلی می‌کنم.,SAD
شنبه‌زاده منشنم رو جواب داد. اتچ می‌کنم به رزومه‌م.🙏,HAPPY
انقد دوسش دارم که خوابم نمیبره اه😭💕,SAD
 از تو بهترم مگه داریم؟ ما که از این حرفا نداریم.,SAD
کامیون‌های بیمه اهل‌بیت خیلی اِیمِن اند.,HAPPY
کاش یکی بیاد مسئولیت زندگی کیری رو گردن بگیره. دلم نمیاد به خودم فحش بدم.,SAD
کاش می‌تونستم عروسی سده‌ای و آهنگ فریبا رو واستون توصیف کنم.,HAPPY
شاید باشی 20، ولی in fact تو عنی.,SAD
یک روزی میرسه که یادم نمیاد چندتا ۷۰ روزه که من، از تو، خبر ندارم.,SAD
نیاز دارم یکی امشب ببرتم بیرون و بهم بگه «خوشگلم من تو رو هنوز دوست دارم و مهم نیست که گیم تئوری رو میفتی».,SAD
شاید فضلی همون Sauron عه.,NEUTRAL
امیدوارم از فضل پدرت تو رو چیزی حاصل نشه پسر استاد عزیزم که اسمش رو فراموش کردم.,HAPPY
کاش اینقدر سخت باشه که همه مثل خودم صفر بشن.,SAD
امام گیم‌تئوری کیه؟,NEUTRAL
آهنگ «مهتاب خجالت بکش» داریوش >>>>>>>,HAPPY
یعنی خاک تو سرت که نمیتونی حتی یه دروغ بگی😂😂,HAPPY
وای این سه روز واقعا باسنم سر امتحانا رفت ولی حس میکنم ارزششو داشت، ایشالله نمراتمم خوب بشه,HAPPY
علیرضا چند وقته که میخواد با استاد سلیمانی پروژه برداره منتهی خانم سلیمانی همش میگه جا ندارم و اینا، امروز علیرضا دوباره مطرح کردش و منم بودم، به خانم سلیمانی گفتم که علیرضا بابا خیلی خفنه، گفت پس اگر آقای یعقوبی میگن که دیگه من نه نمیتونم بگم🥹 چقدر این انسان شریففففه😍❤️🙏,SAD
وای من چقدر استاد سلیمانی رو دوس دارم,SAD
برای بار آخر همدیگر رو دیدیم و قلب تیر کشید امیدوارم در آینده نزدیک بتونم بازم دخترخالمو از نزدیک ببینم😭😭,SAD
این رو به روش دقیقا جادس و میتونی بزنی بقل و تا ناموس ویلارو دید بزنی. من اولین بار که اینو دیدم پشمام سر این ریخت که حاجی زمین قحط بود این همه هزینه کردی لیترالی کوهو کندی که ویلاتو تو چشششش ترین حالت ممکن بسازی؟!,SAD
دوس دارم همیشه راه سخته رو,HAPPY
امروز توان درس نیست 🕺,SAD
کلا دو نفریم تو مرکزی عاححححح,SAD
کیرم تو ورد چقدر کصشعره,SAD
جدی این ملت کصخلن واسه یکی دو بارم نگفتن همش دنبال پروپانول میگردن برای سفارت,SAD
ولی حقیقتا بوردگیم ۲ساعته وسط دانشکده بعد از ۳ ساعت و نیم امتحان یک چیز دیگه‌ست فقط کونت درد می‌گیره ی مقدار از زمین نشستن :)),HAPPY
"تا آخر عمرم فکر کنم یه ۷,۸ بار دیگه بشینم گلادیاتور رو ببینم",HAPPY
اپیزود آخر اکوتوپیا قدرت پشیمانی,SAD
این انگار سریاله ولی من فقط یه قسمتش رو داشتم و همونو صد بار دیدم,HAPPY
این فیلم قشنگ نقطه مقابل اون عروسیه‌ست,NEUTRAL
خایه مالی بدجور ریشه کرده، اوکی خوبه خوشگله خیلی زیباست ولی دیگه چرا کوسشر تفت میدی اخه,SAD
تنها راه نجات کشور = رهبری، مازراتی شاسی بلند ۲۰۲۳ وارد کرده,SAD
دنیا واسه پولداراست. زندگی فقرا هم سرشار از حسرت و بدبختی و سگدوی بی‌‌نتیجه,SAD
گفتی: غزل بگو. چه بگویم؟ مجال کو؟ بشکسته‌ام! برای غزل، شور و حال کو؟‌,SAD
مرا به‌خاطر دلِ‌شکسته‌ام ببخش ….!,SAD
تویی تمام ماجرا، که رفته‌ای ولی مرا به حال خود نمی‌گذاری صدای قلب من، چرا غمت نمی‌کشد مرا؟ چرا هنوز ادامه داری؟,SAD
و دائم‌الغَمی اما، خودت ادامه نداری …!,SAD
این ویدیوی عروسیه دقیقا چی داره که انقدر همه روش قفلی زدن جدی؟ خیلی خاصه مدل رقصشون و اینا؟ یکی برا من توضیح بده :),HAPPY
خونم افسوس که در عهد پشیمانی ریخت… که نه افسوس ز قتلم نه پشیمانی داشت :),SAD
شایدم یادم افتاد وجود نداره.,NEUTRAL
باز یادم افتاد وجود داره.,NEUTRAL
این پسره چه میلاد کی‌مرامی بود و ما نمی‌دونستیم. بلا به دور.,SAD
همینکه آخر ترم یه درس برام جدید محسوب می‌شه نشون می‌ده هنوز آدم نشدم. =)),HAPPY
اثرات ۳ سال آکبند نگه داشتن:,NEUTRAL
همیشه استراتژی درست مطالعه یه درس جدیدو وقتی ۸۰ درصد تایمم رفته پیدا می‌کنم.,SAD
یاحسین این امتحانا حواسمو پرت کرد و الان مانده یک هفته.,SAD
این بنده خدا رو هم الکی گذاشتن تو بلک لیست دانشکده.,SAD
سه تا وویس ۱۵ ثانیه‌ای ✅️ یه وویس ۴۵ ثانیه‌ای ❌️,HAPPY
چه فرقی می‌کنه کی ناراحت بشه وقتی ناراحتی همه دیر یا زود تموم میشه و تو فراموش میشی؟✨,SAD
شبا از یک ساعتی که بیشتر بیدارم، بعدش دیگه غم ها و ناراحتی ها نمیذارن بخوابم.,SAD
یک حسی بهم میگه تهش این عروس خوشگله دختر یک آیت اللهی چیزیه، یا پسره دکل نفتی دزدیده، نمد,SAD
واقعا دوست دارم یه بار یه road trip گروهی به سبک جرمی کلارکسون و رفقا برم. سبک‌بارطور. روزها رانندگی کنی بری شهرهای مختلف مسخره‌بازی و جاهای کمتر معروف رو بچرخی بعدش شب یه جایی بخوابی و چندشبانه روز تکرار کنی تا برسی به مقصدت. بدون عجله و محدودیت زمانی.,HAPPY
تفریح جدید: Omegle,HAPPY
ورودی تهران واقعا یکی از دلگیرترین مکان‌های ایرانه.,SAD
کانورژ کن پدرسگ,SAD
دیشب وسط حوضِ خونه ای قدیمی  تو دل کوچه پس کوچه های اصفهان به دور از هیاهو و شلوغی آدما شمع تولدم رو فوت کردم 🩵🪐☁️ ,HAPPY
آه از همه‌ی قلب های شکسته...,SAD
ﯾﮏ ﺩﻡ ﺧﻮﺵ ﺭﺍ ﻫﺰﺍﺭﺍﻥ ﺁﻩ ﺣﺴﺮﺕ ﺩﺭ ﻗﻔﺎﺳﺖ ﺧﺮﺝ ﺑﯿﺶ ﺍﺯ ﺩﺧﻞ ﺑﺎﺷﺪ ﺩﺭ ﺩﯾﺎﺭ ﺯﻧﺪﮔﯽ #صائب_تبریزی,SAD
 ما خدا را داریم در آنچه گذشت و آنچه هست و آنچه خواهد آمد!,HAPPY
پشه‌های دستشویی ما ول‌کن کیر ما نیستن. کسکش برو اونور شاشی میشی خب.,SAD
اقا این Blake and Mortimer واقعا محتوای خوبیه برای یادگیری انگلیسی برای بچه‌ها و برای اونایی که زبانشون خوب نیست.,HAPPY
تو یه روستایی تو گیلان دیدم زن جوانی فوت شده بود و تو چند جای اون روستا بنری از تصویر و اسمش رو زده بودن، که فک کنم تو خیلی از مناطق ایران حتی بعد از مرگ هم حق و شخصیتی برای زنان قائل نمیشن و عکس و اسمشون رو تو اعلامیه یا روی سنگ مزارشون نمیزنن.,SAD
من اینقد خوشم میاد بی‌جهت از خواب بیدارم کنن. شما هم مث منید؟,HAPPY
"من تا حالا ندیدم یکی بگه ""همه‌ی پولدارا تو ایران لزوما وصل نیستن"" و وصل نباشه.",HAPPY
تیک آبی :))))))),HAPPY
چشم‌نظر =)))))))))) کدی‌ترین پدیده‌ی جهانه این چشم‌نظر. با این همه پول و زلم زیمبو واقعا هنر میخواد اینقد خز باشه آدم.,HAPPY
داداش شما یه جق بزن، بخدا اونجوری که تو فک میکنی هم نیست.,SAD
چون جمعه نمیتونه بمیره میفهمه پنجشنبه قراره بمیره، پس پنجشنبه هم نمیمیره. همینطوری پیش برید هیچ روزی نمیتونه بمیره. ولی یهو سه‌شنبه جلاد میاد میکشتش. مشکل کجاس؟,SAD
بذارید قشنگ‌ترین پارادکسی که شنیدم رو بگم بهتون. به یه زندانی میگن هفته‌ی دیگه میکشیمت ولی تا قبل از اومدن جلاد نمیدونی چه روزی قراره بمیری. حالا اگه پنجشنبه شب بگذره و جلاد نیاد، میفهمه جمعه قراره بمیره. پس جمعه نمیتونن بکشنش. اگه چهارشنبه شب بگذره،/,HAPPY
اینا که می‌خواستن تایتانیک رو ببینن چرا دانلودش نکردن؟,NEUTRAL
دیگه شوخی بسه. برام فاینال فنتزی بخرید.,NEUTRAL
اتاق ما ( پنکه و کولر با هم دارن ۲۴ ساعته کار می‌کنن) :,NEUTRAL
شیراز >>>> ,HAPPY
موسیقی/ دل نوشته/ هر مطلب جالب و قابل بحث رو پذیرام تو شناس یا ناشناس بفرستید,HAPPY
هیربد وقتی میاد میبینه من بجای زدن پروژه‌های مشترک دارم اشپزی می‌کنم و تو اینستا چرخ میزنم :,HAPPY
غذای ایرانی باید در وعده خرکی باشه تا بچسبه، ینی یکی از عناصر خود غذا حجم زیادش هست😂,HAPPY
معلومه که بگام‌من,SAD
اون کلینکس که به دستمال کاغذی میگن، در واقع ایشونه با برند,NEUTRAL
با ۶۲۰ میلیارد میتونی مجوز MVNO بگیری، اوپراتور مجازی تلفن همراه بشی، یک رنج سرشماره‌ی کامل واسه خودت داشته باشی🫴,NEUTRAL
راهنمایی: فاتحه صنعت نرم‌افزار رو تو ایران بخونید🫴,SAD
جواب‌ها عموما درست بود، با وضعیت تورم و هرینه‌های فعلی الان حدودا ۲ میلیارد تومن با حقوق غیر رقابتی و خسیس بازی و بالای ۳ میلیارد در صورت کمی گشاده دستی، تازه این هزینه ماهانه در حال افزایشه، حالا سوال بعدی: یه شرکت نرم‌افزاری تو این ابعاد کوچیک چطور باید خرج یکسالش رو در بیاره؟,NEUTRAL
هرکی این چند روزه پرسید که من کیم و چرا بی‌دلیل بلاکش کردم، اسکرین این توییت رو بهش بدید، حدودا ۳۰ نفری تا الان بلاک کردم و همچنان ادامه داره🫴,SAD
ایران‌اینترنشنال یه یارویی رو آورده بود و یاروعه واقعا داشت واسه این درگیریه ماله میکشید. مثلا میگفت «سران دیگه‌ی اپوزیسیون هم همینن فقط اسلحه ندارن وگرنه شما ببین تو توییتر فحش میدن🥺🥺» (اشاره به رضا پهلوی)، فقط پشمام ریخته چه حرومزاده‌های پررویین اینا.,SAD
این دگوری ها از بدو تاسیسشون تا الان با هم مشکل دارن هر حزب کلی انشعاب داره که اینا با هم دعوا دارن؛ از اونور خود احزاب با هم بتل تاریخی دارن. جالبه واقعا جالب.,SAD
بسه دیگه خودتون رو گاییدید با عروسی؛ کار و زندگی ندارید؟,SAD
ادا ادا ادااا کسشر.,SAD
🤭🤭🤭,HAPPY
هانتر‌ بایدن شبیه فخرآور نیست؟,NEUTRAL
توی همه ی منشن ها این زنیکه رو مثال زده :)))) ریدم تو حلق تو و اون عنتر جایزه‌بگیر.,SAD
بیا برو زنیکه کیر زیدم دهنت.,SAD
یه قسمت از نارنیا همچین صحنه‌ای رو به تصویر میکشه که کاش تو اون قسمت زندگی میکردم,HAPPY
بغل علیرضا قربانی و می‌خوام بعد برام آهنگ هم گناه و بخونه من بمیرم,SAD
دچار فروپاشی شدم عزیزانم‌,SAD
تمام حس‌های منفی دنیا در من جمع شده از جمله خوب‌نبودن ، زیبا نبودن،ناکافی‌بودن، دوست‌نداشتنی بودن ، کیررر خر بووودن,SAD
فقط همینقدرررر دقیقا اینقدر 🤏 مونده کیر کنم تو همه چی,SAD
امروز یه خانوم مسن با یه بولیز گل گلی با موی لخت و رنگ شده بدون روسری داشت پیاده‌روی می‌کرد ، چشمام از اون موقع اکلیلیه.,SAD
از ترس از‌دست دادن پنیک می‌کنم,SAD
به اون آدم‌هایی که راحت خوابشون می‌بره و نمی‌دونن با دارو خوابیدن چه سخته حسادت می‌کنم .,SAD
به‌قران که کرینج‌تر از پیشید، دارید کرینج‌تر هم می‌شید.,SAD
قسمت نمیشه اینگار دست تو را بگیرم,SAD
۶۷ بار دیدمش,NEUTRAL
رقص مسخره‌بازی این خانومه >>>>> صبا و حرکات افسانه‌ای,HAPPY
اینایی که به غیبت میگن گاسیپ معلومه اون لذت غایی گوشت برادر مرده رو نمی‌چشن,SAD
شرم نیابتی,SAD
بیاید بکشید ازون عروسی بیرون یه عروسی قشنگ‌تر ببینیم دور هم. ,HAPPY
من از تی‌شرت‌های بیلی ایلیش دارم. شما چه موفقیتی تو زندگیتون دارید؟,HAPPY
عه چه عجیب :/,SAD
جدی یکم زیادی تحلیل و بحث انجام نمیگیره توی توییتر؟ یا من پیر شدم واسه این چیزا؟ مثلا یه کلیپ یه دیقه‌ای میذارن از یه عروسی سه روز از تمامی جهات مورد تحلیل و بررسی قرار میدن و دعوا میکنن.  بابا ببین یا لایک کن یا رد شو دیگه.,SAD
وای گاییدید با این فیلمه، اه,SAD
ازینکه قراره جیدال فردا پاشه بیاد تو کنسرت رام و باهاش بخونه واقعا کلم کیریه -___-,SAD
"""تجربه حسی که فک میکردی دیگه تجربه‌اش نمیکنی""",SAD
زیر پتو اومدم بیرون، لباس پوشیدم رفتم سوار ماشین شدم، سیگار خریدم تا فقط یه اهنگ رو پشت فرمون گوش کنم و برگردم خونه :)),HAPPY
این از هوای تخمی تورنتو هم حتی عکسای خوب درمیاره :)))),SAD
از پول بیمه ماشین از همه چیز تو این دنیا بیشتر بدم میاد,SAD
واقعا وقتی پریود میشم شبیه کیر خر میشم -___-,SAD
دلم یه دسته گل پر از آفتاب گردون میخواد :(((,SAD
موقع رانندگی، بیشتر حواسم هست که حیوونارو نزنم تا آدما، میدونید چی میگم؟,SAD
۳ واحد چیه؟ جا گذاشتن کلید خونه تو خونه!,SAD
کیر تو آخوند. شب بخیر.,SAD
عزیزان اگر ادم بخواد با یه سرمایه نه خیلی زیاد و نه خیلی کم یه کاری اینجا شروع کنه چی پیشنهاد میدید؟,NEUTRAL
تورنتو تا مونترال رو رانندگی کردم و چقدررر چسبید,HAPPY
کسی اینجا هست که مراقبه بلد باشه؟,NEUTRAL
